DBN,Demographic,Mean Scale Score
31R031,All Students,658
31R031,All Students,658
31R031,All Students,645
31R031,All Students,650
31R031,All Students,649
31R031,All Students,638
31R031,All Students,641
31R031,All Students,659
31R031,All Students,665
31R031,All Students,656
31R031,All Students,652
31R031,All Students,627
31R031,All Students,649
31R031,All Students,651
31R031,All Students,654
31R031,All Students,671
31R031,All Students,663
31R031,All Students,663
31R031,All Students,
31R031,All Students,
31R031,All Students,
31R031,All Students,
31R031,All Students,
31R031,All Students,655
31R031,All Students,655
31R032,All Students,689
31R032,All Students,677
31R032,All Students,680
31R032,All Students,674
31R032,All Students,667
31R032,All Students,668
31R032,All Students,671
31R032,All Students,672
31R032,All Students,673
31R032,All Students,678
31R032,All Students,683
31R032,All Students,674
31R032,All Students,684
31R032,All Students,686
31R032,All Students,675
31R032,All Students,676
31R032,All Students,676
31R032,All Students,684
31R032,All Students,682
31R032,All Students,671
31R032,All Students,678
31R032,All Students,
31R032,All Students,
31R032,All Students,
31R032,All Students,
31R032,All Students,
31R032,All Students,674
31R032,All Students,678
31R034,All Students,669
31R034,All Students,666
31R034,All Students,667
31R034,All Students,669
31R034,All Students,668
31R034,All Students,667
31R034,All Students,669
31R034,All Students,667
31R034,All Students,669
31R034,All Students,671
31R034,All Students,674
31R034,All Students,671
31R034,All Students,667
31R034,All Students,670
31R034,All Students,664
31R034,All Students,657
31R034,All Students,660
31R034,All Students,668
31R034,All Students,664
31R034,All Students,656
31R034,All Students,664
31R034,All Students,
31R034,All Students,
31R034,All Students,
31R034,All Students,
31R034,All Students,
31R034,All Students,663
31R034,All Students,668
31R035,All Students,695
31R035,All Students,686
31R035,All Students,686
31R035,All Students,669
31R035,All Students,670
31R035,All Students,671
31R035,All Students,672
31R035,All Students,690
31R035,All Students,673
31R035,All Students,686
31R035,All Students,682
31R035,All Students,679
31R035,All Students,685
31R035,All Students,699
31R035,All Students,688
31R035,All Students,679
31R035,All Students,671
31R035,All Students,685
31R035,All Students,682
31R035,All Students,673
31R035,All Students,682
31R035,All Students,
31R035,All Students,
31R035,All Students,
31R035,All Students,
31R035,All Students,
31R035,All Students,677
31R035,All Students,683
31R036,All Students,683
31R036,All Students,678
31R036,All Students,681
31R036,All Students,679
31R036,All Students,674
31R036,All Students,664
31R036,All Students,665
31R036,All Students,674
31R036,All Students,672
31R036,All Students,668
31R036,All Students,673
31R036,All Students,672
31R036,All Students,680
31R036,All Students,683
31R036,All Students,677
31R036,All Students,675
31R036,All Students,673
31R036,All Students,683
31R036,All Students,683
31R036,All Students,675
31R036,All Students,676
31R036,All Students,
31R036,All Students,
31R036,All Students,
31R036,All Students,
31R036,All Students,
31R036,All Students,672
31R036,All Students,674
31R038,All Students,651
31R038,All Students,658
31R038,All Students,666
31R038,All Students,677
31R038,All Students,671
31R038,All Students,672
31R038,All Students,670
31R038,All Students,666
31R038,All Students,660
31R038,All Students,657
31R038,All Students,671
31R038,All Students,672
31R038,All Students,678
31R038,All Students,681
31R038,All Students,664
31R038,All Students,666
31R038,All Students,657
31R038,All Students,666
31R038,All Students,667
31R038,All Students,664
31R038,All Students,674
31R038,All Students,
31R038,All Students,
31R038,All Students,
31R038,All Students,
31R038,All Students,
31R038,All Students,671
31R038,All Students,675
31R039,All Students,684
31R039,All Students,670
31R039,All Students,670
31R039,All Students,677
31R039,All Students,663
31R039,All Students,662
31R039,All Students,668
31R039,All Students,666
31R039,All Students,674
31R039,All Students,670
31R039,All Students,669
31R039,All Students,672
31R039,All Students,674
31R039,All Students,680
31R039,All Students,669
31R039,All Students,665
31R039,All Students,670
31R039,All Students,680
31R039,All Students,669
31R039,All Students,672
31R039,All Students,669
31R039,All Students,
31R039,All Students,
31R039,All Students,
31R039,All Students,
31R039,All Students,
31R039,All Students,669
31R039,All Students,672
31R041,All Students,668
31R041,All Students,663
31R041,All Students,674
31R041,All Students,674
31R041,All Students,668
31R041,All Students,667
31R041,All Students,668
31R041,All Students,669
31R041,All Students,663
31R041,All Students,659
31R041,All Students,672
31R041,All Students,671
31R041,All Students,672
31R041,All Students,679
31R041,All Students,672
31R041,All Students,668
31R041,All Students,669
31R041,All Students,674
31R041,All Students,671
31R041,All Students,673
31R041,All Students,677
31R041,All Students,
31R041,All Students,
31R041,All Students,
31R041,All Students,
31R041,All Students,
31R041,All Students,671
31R041,All Students,674
31R042,All Students,684
31R042,All Students,677
31R042,All Students,679
31R042,All Students,681
31R042,All Students,682
31R042,All Students,669
31R042,All Students,670
31R042,All Students,674
31R042,All Students,675
31R042,All Students,678
31R042,All Students,683
31R042,All Students,672
31R042,All Students,685
31R042,All Students,685
31R042,All Students,669
31R042,All Students,679
31R042,All Students,672
31R042,All Students,682
31R042,All Students,683
31R042,All Students,673
31R042,All Students,680
31R042,All Students,
31R042,All Students,
31R042,All Students,
31R042,All Students,
31R042,All Students,
31R042,All Students,675
31R042,All Students,679
31R044,All Students,643
31R044,All Students,632
31R044,All Students,637
31R044,All Students,640
31R044,All Students,647
31R044,All Students,652
31R044,All Students,649
31R044,All Students,641
31R044,All Students,642
31R044,All Students,638
31R044,All Students,642
31R044,All Students,652
31R044,All Students,654
31R044,All Students,657
31R044,All Students,630
31R044,All Students,639
31R044,All Students,648
31R044,All Students,656
31R044,All Students,655
31R044,All Students,661
31R044,All Students,661
31R044,All Students,
31R044,All Students,
31R044,All Students,
31R044,All Students,
31R044,All Students,
31R044,All Students,656
31R044,All Students,656
31R045,All Students,669
31R045,All Students,671
31R045,All Students,665
31R045,All Students,666
31R045,All Students,657
31R045,All Students,663
31R045,All Students,665
31R045,All Students,666
31R045,All Students,660
31R045,All Students,660
31R045,All Students,669
31R045,All Students,663
31R045,All Students,670
31R045,All Students,674
31R045,All Students,662
31R045,All Students,667
31R045,All Students,669
31R045,All Students,677
31R045,All Students,668
31R045,All Students,668
31R045,All Students,672
31R045,All Students,
31R045,All Students,
31R045,All Students,
31R045,All Students,
31R045,All Students,
31R045,All Students,667
31R045,All Students,671
31R046,All Students,661
31R046,All Students,654
31R046,All Students,653
31R046,All Students,664
31R046,All Students,663
31R046,All Students,658
31R046,All Students,659
31R046,All Students,663
31R046,All Students,656
31R046,All Students,656
31R046,All Students,660
31R046,All Students,666
31R046,All Students,665
31R046,All Students,670
31R046,All Students,662
31R046,All Students,670
31R046,All Students,661
31R046,All Students,659
31R046,All Students,661
31R046,All Students,669
31R046,All Students,666
31R046,All Students,
31R046,All Students,
31R046,All Students,
31R046,All Students,
31R046,All Students,
31R046,All Students,664
31R046,All Students,664
31R048,All Students,697
31R048,All Students,685
31R048,All Students,691
31R048,All Students,706
31R048,All Students,698
31R048,All Students,673
31R048,All Students,675
31R048,All Students,680
31R048,All Students,673
31R048,All Students,676
31R048,All Students,685
31R048,All Students,692
31R048,All Students,689
31R048,All Students,691
31R048,All Students,678
31R048,All Students,679
31R048,All Students,680
31R048,All Students,686
31R048,All Students,685
31R048,All Students,679
31R048,All Students,677
31R048,All Students,
31R048,All Students,
31R048,All Students,
31R048,All Students,
31R048,All Students,
31R048,All Students,680
31R048,All Students,681
31R049,All Students,635
31R049,All Students,642
31R049,All Students,643
31R049,All Students,652
31R049,All Students,649
31R049,All Students,650
31R049,All Students,653
31R049,All Students,635
31R049,All Students,636
31R049,All Students,649
31R049,All Students,654
31R049,All Students,651
31R049,All Students,654
31R049,All Students,657
31R049,All Students,631
31R049,All Students,639
31R049,All Students,644
31R049,All Students,647
31R049,All Students,645
31R049,All Students,643
31R049,All Students,647
31R049,All Students,
31R049,All Students,
31R049,All Students,
31R049,All Students,
31R049,All Students,
31R049,All Students,649
31R049,All Students,652
31R050,All Students,667
31R050,All Students,668
31R050,All Students,685
31R050,All Students,688
31R050,All Students,681
31R050,All Students,675
31R050,All Students,674
31R050,All Students,652
31R050,All Students,663
31R050,All Students,676
31R050,All Students,681
31R050,All Students,687
31R050,All Students,689
31R050,All Students,694
31R050,All Students,661
31R050,All Students,653
31R050,All Students,668
31R050,All Students,679
31R050,All Students,687
31R050,All Students,681
31R050,All Students,682
31R050,All Students,
31R050,All Students,
31R050,All Students,
31R050,All Students,
31R050,All Students,
31R050,All Students,681
31R050,All Students,683
31R051,All Students,641
31R051,All Students,650
31R051,All Students,648
31R051,All Students,659
31R051,All Students,657
31R051,All Students,656
31R051,All Students,656
31R051,All Students,641
31R051,All Students,645
31R051,All Students,658
31R051,All Students,659
31R051,All Students,658
31R051,All Students,659
31R051,All Students,660
31R051,All Students,641
31R051,All Students,642
31R051,All Students,646
31R051,All Students,651
31R051,All Students,651
31R051,All Students,648
31R051,All Students,651
31R051,All Students,
31R051,All Students,
31R051,All Students,
31R051,All Students,
31R051,All Students,
31R051,All Students,654
31R051,All Students,656
31R052,All Students,678
31R052,All Students,660
31R052,All Students,665
31R052,All Students,673
31R052,All Students,666
31R052,All Students,659
31R052,All Students,668
31R052,All Students,663
31R052,All Students,666
31R052,All Students,660
31R052,All Students,665
31R052,All Students,668
31R052,All Students,669
31R052,All Students,672
31R052,All Students,670
31R052,All Students,668
31R052,All Students,666
31R052,All Students,671
31R052,All Students,676
31R052,All Students,669
31R052,All Students,670
31R052,All Students,
31R052,All Students,
31R052,All Students,
31R052,All Students,
31R052,All Students,
31R052,All Students,666
31R052,All Students,670
31R053,All Students,687
31R053,All Students,687
31R053,All Students,678
31R053,All Students,677
31R053,All Students,671
31R053,All Students,666
31R053,All Students,670
31R053,All Students,683
31R053,All Students,682
31R053,All Students,681
31R053,All Students,681
31R053,All Students,678
31R053,All Students,678
31R053,All Students,682
31R053,All Students,684
31R053,All Students,685
31R053,All Students,680
31R053,All Students,687
31R053,All Students,692
31R053,All Students,676
31R053,All Students,675
31R053,All Students,
31R053,All Students,
31R053,All Students,
31R053,All Students,
31R053,All Students,
31R053,All Students,673
31R053,All Students,676
31R054,All Students,688
31R054,All Students,683
31R054,All Students,681
31R054,All Students,674
31R054,All Students,673
31R054,All Students,664
31R054,All Students,671
31R054,All Students,680
31R054,All Students,678
31R054,All Students,674
31R054,All Students,686
31R054,All Students,680
31R054,All Students,677
31R054,All Students,674
31R054,All Students,673
31R054,All Students,678
31R054,All Students,671
31R054,All Students,678
31R054,All Students,683
31R054,All Students,669
31R054,All Students,672
31R054,All Students,
31R054,All Students,
31R054,All Students,
31R054,All Students,
31R054,All Students,
31R054,All Students,670
31R054,All Students,672
31R055,All Students,678
31R055,All Students,688
31R055,All Students,685
31R055,All Students,690
31R055,All Students,677
31R055,All Students,671
31R055,All Students,670
31R055,All Students,669
31R055,All Students,669
31R055,All Students,687
31R055,All Students,677
31R055,All Students,677
31R055,All Students,684
31R055,All Students,689
31R055,All Students,674
31R055,All Students,669
31R055,All Students,671
31R055,All Students,684
31R055,All Students,678
31R055,All Students,675
31R055,All Students,678
31R055,All Students,
31R055,All Students,
31R055,All Students,
31R055,All Students,
31R055,All Students,
31R055,All Students,677
31R055,All Students,679
31R056,All Students,686
31R056,All Students,675
31R056,All Students,685
31R056,All Students,683
31R056,All Students,672
31R056,All Students,668
31R056,All Students,666
31R056,All Students,680
31R056,All Students,682
31R056,All Students,672
31R056,All Students,684
31R056,All Students,681
31R056,All Students,677
31R056,All Students,683
31R056,All Students,672
31R056,All Students,677
31R056,All Students,677
31R056,All Students,683
31R056,All Students,677
31R056,All Students,672
31R056,All Students,675
31R056,All Students,
31R056,All Students,
31R056,All Students,
31R056,All Students,
31R056,All Students,
31R056,All Students,672
31R056,All Students,674
31R057,All Students,644
31R057,All Students,632
31R057,All Students,636
31R057,All Students,646
31R057,All Students,646
31R057,All Students,653
31R057,All Students,650
31R057,All Students,632
31R057,All Students,638
31R057,All Students,635
31R057,All Students,639
31R057,All Students,654
31R057,All Students,653
31R057,All Students,656
31R057,All Students,642
31R057,All Students,641
31R057,All Students,648
31R057,All Students,654
31R057,All Students,662
31R057,All Students,651
31R057,All Students,659
31R057,All Students,
31R057,All Students,
31R057,All Students,
31R057,All Students,
31R057,All Students,
31R057,All Students,652
31R057,All Students,655
31R058,All Students,679
31R058,All Students,671
31R058,All Students,672
31R058,All Students,669
31R058,All Students,669
31R058,All Students,669
31R058,All Students,668
31R058,All Students,669
31R058,All Students,671
31R058,All Students,678
31R058,All Students,678
31R058,All Students,673
31R058,All Students,671
31R058,All Students,679
31R058,All Students,667
31R058,All Students,672
31R058,All Students,675
31R058,All Students,682
31R058,All Students,679
31R058,All Students,670
31R058,All Students,675
31R058,All Students,
31R058,All Students,
31R058,All Students,
31R058,All Students,
31R058,All Students,
31R058,All Students,670
31R058,All Students,674
31R060,All Students,674
31R060,All Students,660
31R060,All Students,674
31R060,All Students,673
31R060,All Students,662
31R060,All Students,662
31R060,All Students,668
31R060,All Students,658
31R060,All Students,651
31R060,All Students,667
31R060,All Students,668
31R060,All Students,677
31R060,All Students,669
31R060,All Students,678
31R060,All Students,665
31R060,All Students,662
31R060,All Students,661
31R060,All Students,673
31R060,All Students,676
31R060,All Students,669
31R060,All Students,671
31R060,All Students,
31R060,All Students,
31R060,All Students,
31R060,All Students,
31R060,All Students,
31R060,All Students,667
31R060,All Students,672
31R061,All Students,645
31R061,All Students,654
31R061,All Students,656
31R061,All Students,657
31R061,All Students,657
31R061,All Students,654
31R061,All Students,658
31R061,All Students,644
31R061,All Students,646
31R061,All Students,660
31R061,All Students,662
31R061,All Students,657
31R061,All Students,659
31R061,All Students,657
31R061,All Students,642
31R061,All Students,645
31R061,All Students,657
31R061,All Students,657
31R061,All Students,651
31R061,All Students,649
31R061,All Students,652
31R061,All Students,
31R061,All Students,
31R061,All Students,
31R061,All Students,
31R061,All Students,
31R061,All Students,654
31R061,All Students,656
31R063,All Students,667
31R063,All Students,665
31R063,All Students,663
31R063,All Students,664
31R063,All Students,669
31R063,All Students,667
31R063,All Students,671
31R063,All Students,656
31R063,All Students,662
31R063,All Students,
31R063,All Students,
31R063,All Students,662
31R063,All Students,666
31R065,All Students,673
31R065,All Students,670
31R065,All Students,688
31R065,All Students,673
31R065,All Students,674
31R069,All Students,673
31R069,All Students,672
31R069,All Students,672
31R069,All Students,671
31R069,All Students,669
31R069,All Students,668
31R069,All Students,666
31R069,All Students,655
31R069,All Students,666
31R069,All Students,670
31R069,All Students,670
31R069,All Students,669
31R069,All Students,682
31R069,All Students,679
31R069,All Students,667
31R069,All Students,656
31R069,All Students,670
31R069,All Students,671
31R069,All Students,683
31R069,All Students,670
31R069,All Students,675
31R069,All Students,
31R069,All Students,
31R069,All Students,
31R069,All Students,
31R069,All Students,
31R069,All Students,673
31R069,All Students,673
31R072,All Students,655
31R072,All Students,657
31R072,All Students,655
31R072,All Students,660
31R072,All Students,658
31R072,All Students,661
31R072,All Students,662
31R072,All Students,653
31R072,All Students,651
31R072,All Students,660
31R072,All Students,665
31R072,All Students,666
31R072,All Students,661
31R072,All Students,667
31R072,All Students,654
31R072,All Students,651
31R072,All Students,649
31R072,All Students,656
31R072,All Students,658
31R072,All Students,652
31R072,All Students,657
31R072,All Students,
31R072,All Students,
31R072,All Students,
31R072,All Students,
31R072,All Students,
31R072,All Students,658
31R072,All Students,662
31R075,All Students,668
31R075,All Students,668
31R075,All Students,669
31R075,All Students,670
31R075,All Students,669
31R075,All Students,664
31R075,All Students,666
31R075,All Students,663
31R075,All Students,663
31R075,All Students,667
31R075,All Students,671
31R075,All Students,674
31R075,All Students,669
31R075,All Students,670
31R075,All Students,660
31R075,All Students,660
31R075,All Students,666
31R075,All Students,659
31R075,All Students,659
31R075,All Students,659
31R075,All Students,663
31R075,All Students,
31R075,All Students,
31R075,All Students,
31R075,All Students,
31R075,All Students,
31R075,All Students,664
31R075,All Students,667
31R080,All Students,676
31R080,All Students,684
31R080,All Students,675
31R080,All Students,673
31R080,All Students,662
31R080,All Students,666
31R080,All Students,670
31R080,All Students,670
31R080,All Students,671
31R080,All Students,674
31R080,All Students,666
31R080,All Students,666
31R080,All Students,670
31R080,All Students,681
31R080,All Students,664
31R080,All Students,666
31R080,All Students,669
31R080,All Students,679
31R080,All Students,670
31R080,All Students,670
31R080,All Students,672
31R080,All Students,672
31R080,All Students,662
31R080,All Students,668
31R080,All Students,664
31R080,All Students,662
31R080,All Students,665
31R080,All Students,664
31R080,All Students,665
31R080,All Students,664
31R080,All Students,668
31R080,All Students,670
31R080,All Students,675
31R080,All Students,666
31R080,All Students,671
31R080,All Students,677
31R080,All Students,655
31R080,All Students,672
31R080,All Students,662
31R080,All Students,661
31R080,All Students,657
31R080,All Students,662
31R080,All Students,
31R080,All Students,
31R080,All Students,
31R080,All Students,
31R080,All Students,
31R080,All Students,665
31R080,All Students,670
31R861,All Students,667
31R861,All Students,661
31R861,All Students,668
31R861,All Students,663
31R861,All Students,666
31R861,All Students,668
31R861,All Students,660
31R861,All Students,
31R861,All Students,667
31R861,All Students,664
32K045,All Students,640
32K045,All Students,647
32K045,All Students,647
32K045,All Students,660
32K045,All Students,662
32K045,All Students,660
32K045,All Students,663
32K045,All Students,652
32K045,All Students,653
32K045,All Students,661
32K045,All Students,664
32K045,All Students,661
32K045,All Students,672
32K045,All Students,665
32K045,All Students,646
32K045,All Students,658
32K045,All Students,660
32K045,All Students,677
32K045,All Students,670
32K045,All Students,666
32K045,All Students,671
32K045,All Students,659
32K045,All Students,
32K045,All Students,
32K045,All Students,
32K045,All Students,
32K045,All Students,
32K045,All Students,666
32K045,All Students,665
32K075,All Students,650
32K075,All Students,640
32K075,All Students,659
32K075,All Students,678
32K075,All Students,665
32K075,All Students,659
32K075,All Students,655
32K075,All Students,643
32K075,All Students,647
32K075,All Students,645
32K075,All Students,656
32K075,All Students,662
32K075,All Students,663
32K075,All Students,662
32K075,All Students,636
32K075,All Students,652
32K075,All Students,657
32K075,All Students,659
32K075,All Students,660
32K075,All Students,668
32K075,All Students,665
32K075,All Students,
32K075,All Students,
32K075,All Students,
32K075,All Students,
32K075,All Students,
32K075,All Students,663
32K075,All Students,660
32K086,All Students,656
32K086,All Students,650
32K086,All Students,649
32K086,All Students,658
32K086,All Students,665
32K086,All Students,658
32K086,All Students,659
32K086,All Students,648
32K086,All Students,650
32K086,All Students,652
32K086,All Students,657
32K086,All Students,665
32K086,All Students,661
32K086,All Students,660
32K086,All Students,638
32K086,All Students,647
32K086,All Students,656
32K086,All Students,659
32K086,All Students,661
32K086,All Students,667
32K086,All Students,669
32K086,All Students,
32K086,All Students,
32K086,All Students,
32K086,All Students,
32K086,All Students,
32K086,All Students,662
32K086,All Students,663
32K106,All Students,643
32K106,All Students,635
32K106,All Students,652
32K106,All Students,661
32K106,All Students,659
32K106,All Students,654
32K106,All Students,654
32K106,All Students,651
32K106,All Students,644
32K106,All Students,642
32K106,All Students,646
32K106,All Students,658
32K106,All Students,655
32K106,All Students,659
32K106,All Students,621
32K106,All Students,644
32K106,All Students,658
32K106,All Students,657
32K106,All Students,657
32K106,All Students,659
32K106,All Students,665
32K106,All Students,
32K106,All Students,
32K106,All Students,
32K106,All Students,
32K106,All Students,
32K106,All Students,656
32K106,All Students,659
32K116,All Students,644
32K116,All Students,646
32K116,All Students,645
32K116,All Students,652
32K116,All Students,650
32K116,All Students,657
32K116,All Students,658
32K116,All Students,648
32K116,All Students,647
32K116,All Students,646
32K116,All Students,643
32K116,All Students,661
32K116,All Students,651
32K116,All Students,664
32K116,All Students,645
32K116,All Students,652
32K116,All Students,660
32K116,All Students,668
32K116,All Students,661
32K116,All Students,669
32K116,All Students,659
32K116,All Students,
32K116,All Students,
32K116,All Students,
32K116,All Students,
32K116,All Students,
32K116,All Students,659
32K116,All Students,660
32K123,All Students,651
32K123,All Students,645
32K123,All Students,644
32K123,All Students,664
32K123,All Students,662
32K123,All Students,659
32K123,All Students,657
32K123,All Students,655
32K123,All Students,637
32K123,All Students,642
32K123,All Students,653
32K123,All Students,664
32K123,All Students,668
32K123,All Students,665
32K123,All Students,650
32K123,All Students,648
32K123,All Students,654
32K123,All Students,665
32K123,All Students,662
32K123,All Students,668
32K123,All Students,668
32K123,All Students,
32K123,All Students,
32K123,All Students,
32K123,All Students,
32K123,All Students,
32K123,All Students,664
32K123,All Students,663
32K145,All Students,645
32K145,All Students,644
32K145,All Students,653
32K145,All Students,647
32K145,All Students,654
32K145,All Students,656
32K145,All Students,661
32K145,All Students,637
32K145,All Students,635
32K145,All Students,645
32K145,All Students,652
32K145,All Students,653
32K145,All Students,652
32K145,All Students,667
32K145,All Students,638
32K145,All Students,643
32K145,All Students,652
32K145,All Students,659
32K145,All Students,664
32K145,All Students,659
32K145,All Students,661
32K145,All Students,
32K145,All Students,
32K145,All Students,
32K145,All Students,
32K145,All Students,
32K145,All Students,655
32K145,All Students,663
32K151,All Students,663
32K151,All Students,644
32K151,All Students,653
32K151,All Students,657
32K151,All Students,656
32K151,All Students,658
32K151,All Students,653
32K151,All Students,654
32K151,All Students,655
32K151,All Students,648
32K151,All Students,662
32K151,All Students,655
32K151,All Students,655
32K151,All Students,663
32K151,All Students,648
32K151,All Students,645
32K151,All Students,656
32K151,All Students,665
32K151,All Students,663
32K151,All Students,661
32K151,All Students,663
32K151,All Students,
32K151,All Students,
32K151,All Students,
32K151,All Students,
32K151,All Students,
32K151,All Students,658
32K151,All Students,660
32K162,All Students,628
32K162,All Students,631
32K162,All Students,638
32K162,All Students,654
32K162,All Students,650
32K162,All Students,650
32K162,All Students,653
32K162,All Students,623
32K162,All Students,628
32K162,All Students,640
32K162,All Students,651
32K162,All Students,653
32K162,All Students,648
32K162,All Students,654
32K162,All Students,614
32K162,All Students,625
32K162,All Students,636
32K162,All Students,641
32K162,All Students,639
32K162,All Students,642
32K162,All Students,649
32K162,All Students,
32K162,All Students,
32K162,All Students,
32K162,All Students,
32K162,All Students,
32K162,All Students,646
32K162,All Students,652
32K274,All Students,656
32K274,All Students,642
32K274,All Students,648
32K274,All Students,650
32K274,All Students,658
32K274,All Students,656
32K274,All Students,657
32K274,All Students,643
32K274,All Students,641
32K274,All Students,644
32K274,All Students,650
32K274,All Students,658
32K274,All Students,659
32K274,All Students,664
32K274,All Students,647
32K274,All Students,651
32K274,All Students,655
32K274,All Students,657
32K274,All Students,661
32K274,All Students,661
32K274,All Students,663
32K274,All Students,
32K274,All Students,
32K274,All Students,
32K274,All Students,
32K274,All Students,
32K274,All Students,659
32K274,All Students,662
32K291,All Students,623
32K291,All Students,627
32K291,All Students,638
32K291,All Students,653
32K291,All Students,649
32K291,All Students,646
32K291,All Students,651
32K291,All Students,611
32K291,All Students,626
32K291,All Students,638
32K291,All Students,646
32K291,All Students,647
32K291,All Students,647
32K291,All Students,646
32K291,All Students,620
32K291,All Students,621
32K291,All Students,632
32K291,All Students,635
32K291,All Students,637
32K291,All Students,639
32K291,All Students,640
32K291,All Students,
32K291,All Students,
32K291,All Students,
32K291,All Students,
32K291,All Students,
32K291,All Students,644
32K291,All Students,646
32K296,All Students,635
32K296,All Students,637
32K296,All Students,641
32K296,All Students,654
32K296,All Students,647
32K296,All Students,649
32K296,All Students,647
32K296,All Students,626
32K296,All Students,632
32K296,All Students,645
32K296,All Students,650
32K296,All Students,651
32K296,All Students,649
32K296,All Students,651
32K296,All Students,620
32K296,All Students,624
32K296,All Students,638
32K296,All Students,646
32K296,All Students,635
32K296,All Students,635
32K296,All Students,641
32K296,All Students,
32K296,All Students,
32K296,All Students,
32K296,All Students,
32K296,All Students,
32K296,All Students,644
32K296,All Students,646
32K299,All Students,644
32K299,All Students,650
32K299,All Students,645
32K299,All Students,655
32K299,All Students,659
32K299,All Students,651
32K299,All Students,656
32K299,All Students,640
32K299,All Students,645
32K299,All Students,644
32K299,All Students,649
32K299,All Students,658
32K299,All Students,658
32K299,All Students,670
32K299,All Students,626
32K299,All Students,638
32K299,All Students,652
32K299,All Students,657
32K299,All Students,662
32K299,All Students,660
32K299,All Students,661
32K299,All Students,
32K299,All Students,
32K299,All Students,
32K299,All Students,
32K299,All Students,
32K299,All Students,656
32K299,All Students,662
32K347,All Students,631
32K347,All Students,637
32K347,All Students,638
32K347,All Students,655
32K347,All Students,652
32K347,All Students,649
32K347,All Students,653
32K347,All Students,626
32K347,All Students,633
32K347,All Students,644
32K347,All Students,649
32K347,All Students,654
32K347,All Students,650
32K347,All Students,652
32K347,All Students,618
32K347,All Students,629
32K347,All Students,633
32K347,All Students,639
32K347,All Students,636
32K347,All Students,642
32K347,All Students,644
32K347,All Students,
32K347,All Students,
32K347,All Students,
32K347,All Students,
32K347,All Students,
32K347,All Students,647
32K347,All Students,649
32K349,All Students,624
32K349,All Students,640
32K349,All Students,642
32K349,All Students,653
32K349,All Students,653
32K349,All Students,653
32K349,All Students,652
32K349,All Students,625
32K349,All Students,629
32K349,All Students,648
32K349,All Students,654
32K349,All Students,647
32K349,All Students,656
32K349,All Students,655
32K349,All Students,614
32K349,All Students,620
32K349,All Students,627
32K349,All Students,652
32K349,All Students,639
32K349,All Students,638
32K349,All Students,646
32K349,All Students,
32K349,All Students,
32K349,All Students,
32K349,All Students,
32K349,All Students,
32K349,All Students,648
32K349,All Students,651
32K376,All Students,643
32K376,All Students,660
32K376,All Students,666
32K376,All Students,663
32K376,All Students,666
32K376,All Students,661
32K376,All Students,655
32K376,All Students,653
32K376,All Students,642
32K376,All Students,658
32K376,All Students,660
32K376,All Students,667
32K376,All Students,669
32K376,All Students,662
32K376,All Students,653
32K376,All Students,650
32K376,All Students,658
32K376,All Students,668
32K376,All Students,661
32K376,All Students,667
32K376,All Students,665
32K376,All Students,
32K376,All Students,
32K376,All Students,
32K376,All Students,
32K376,All Students,
32K376,All Students,666
32K376,All Students,660
32K377,All Students,642
32K377,All Students,642
32K377,All Students,644
32K377,All Students,649
32K377,All Students,656
32K377,All Students,656
32K377,All Students,656
32K377,All Students,640
32K377,All Students,635
32K377,All Students,636
32K377,All Students,650
32K377,All Students,657
32K377,All Students,656
32K377,All Students,668
32K377,All Students,637
32K377,All Students,641
32K377,All Students,644
32K377,All Students,661
32K377,All Students,660
32K377,All Students,655
32K377,All Students,660
32K377,All Students,640
32K377,All Students,649
32K377,All Students,658
32K377,All Students,651
32K377,All Students,650
32K377,All Students,653
32K377,All Students,649
32K377,All Students,655
32K377,All Students,653
32K377,All Students,647
32K377,All Students,654
32K377,All Students,647
32K377,All Students,646
32K377,All Students,644
32K377,All Students,643
32K377,All Students,
32K377,All Students,
32K377,All Students,
32K377,All Students,
32K377,All Students,
32K377,All Students,651
32K377,All Students,655
32K383,All Students,685
32K383,All Students,678
32K383,All Students,678
32K383,All Students,692
32K383,All Students,681
32K383,All Students,682
32K383,All Students,679
32K383,All Students,680
32K383,All Students,671
32K383,All Students,669
32K383,All Students,675
32K383,All Students,671
32K383,All Students,672
32K383,All Students,670
32K383,All Students,670
32K383,All Students,676
32K383,All Students,674
32K383,All Students,673
32K383,All Students,675
32K383,All Students,673
32K383,All Students,674
32K383,All Students,666
32K383,All Students,675
32K383,All Students,684
32K383,All Students,672
32K383,All Students,665
32K383,All Students,662
32K383,All Students,665
32K383,All Students,
32K383,All Students,
32K383,All Students,
32K383,All Students,
32K383,All Students,
32K383,All Students,670
32K383,All Students,671
32K384,All Students,647
32K384,All Students,636
32K384,All Students,642
32K384,All Students,652
32K384,All Students,656
32K384,All Students,653
32K384,All Students,661
32K384,All Students,651
32K384,All Students,637
32K384,All Students,634
32K384,All Students,660
32K384,All Students,670
32K384,All Students,667
32K384,All Students,671
32K384,All Students,643
32K384,All Students,647
32K384,All Students,655
32K384,All Students,661
32K384,All Students,661
32K384,All Students,669
32K384,All Students,661
32K384,All Students,640
32K384,All Students,655
32K384,All Students,656
32K384,All Students,658
32K384,All Students,655
32K384,All Students,658
32K384,All Students,650
32K384,All Students,661
32K384,All Students,652
32K384,All Students,659
32K384,All Students,664
32K384,All Students,651
32K384,All Students,655
32K384,All Students,648
32K384,All Students,654
32K384,All Students,
